scenario_id,flags,instruction,constraints_present,fixture_entities,claude_verdict,claude_note,author_verdict(COVERED/CONFIRMED_GAP/AMBIGUOUS),author_note,split,cell,yaml_path,final
NLEB-ST-CO-002,split_position_without_position_constraint,Split the shortest video clip at its midpoint and add a blur effect to the first half.,"[required] entity_count_changed({""type"": ""video_clip"", ""direction"": ""increase""}) 
[required] has_effect({""entity"": ""video_clip_1"", ""effect_type"": ""blur""})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,"at its midpoint' normative, fixture-derivable (shortest=vc1); split checked only via entity_count_changed(increase); midpoint position/duration unverified.",CONFIRMED_GAP,[adjudicated in an author review session; verdict recorded outside this sheet],dev,state/compound,feasible/state/compound/dev/NLEB-ST-CO-002.yaml,
NLEB-ST-CO-023,split_position_without_position_constraint,Split the longest video at its midpoint and add a fade-out to the first half. / Add a cross-dissolve transition between the two resulting halves.,"[required] entity_count_changed({""type"": ""video_clip"", ""direction"": ""increase""}) 
[required] has_effect({""entity"": ""video_clip_2"", ""effect_type"": ""fade_out""}) 
[required] has_transition({""between"": [""video_clip_2"", ""$new_video_clip_1""], ""type"": ""cross_dissolve""})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,"at its midpoint' normative, fixture-derivable (longest=vc2); has_transition checks placement between halves but split point itself unverified; duration/position check missing.",CONFIRMED_GAP,[adjudicated in an author review session; verdict recorded outside this sheet],test,state/compound,feasible/state/compound/test/NLEB-ST-CO-023.yaml,
NLEB-ST-CO-036,split_position_without_position_constraint,"Split the longest video at its midpoint and add transitions between the halves. / On the BGM, set volume to -5 dB and add a fade-in effect. / Add a caption 'Part 1' over the first half and 'Part 2' over the second half.","[required] entity_count_changed({""type"": ""video_clip"", ""direction"": ""increase""}) 
[required] attribute_equals({""entity"": ""audio_clip_4"", ""field"": ""audio.volume"", ""value"": -5.0}) 
[required] has_effect({""entity"": ""audio_clip_4"", ""effect_type"": ""fade_in""}) 
[required] entity_count_changed({""type"": ""caption"", ""direction"": ""increase""}) 
[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] entity_exists({""entity"": ""$new_caption_2""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""text"", ""value"": ""Part 1""}) 
[required] attribute_equals({""entity"": ""$new_caption_2"", ""field"": ""text"", ""value"": ""Part 2""})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,"Split the longest video at its midpoint' normative, fixture-derivable (vc2); only entity_count_changed increase — no duration_equals/position check on halves. (Transition between halves also unchecked.)",CONFIRMED_GAP,[adjudicated in an author review session; verdict recorded outside this sheet],test,state/compound,feasible/state/compound/test/NLEB-ST-CO-036.yaml,
NLEB-ST-CU-003,split_position_without_position_constraint,"On timeline 1, mute the audio clip that starts earliest. / Now increase the playback speed of the video clip that ends latest to 1.5x. Preserve the mute. / Split the longest video clip at its midpoint, keeping the earlier two changes intact. / Finally, add a fade-in to the first half of the split. Don't undo anything from before.","[required] attribute_equals({""entity"": ""ac_1"", ""field"": ""audio.muted"", ""value"": true}) 
[required] attribute_equals({""entity"": ""vc_3"", ""field"": ""speed"", ""value"": 1.5}) 
[required] entity_count_changed({""type"": ""video_clip"", ""direction"": ""increase""}) 
[required] has_effect({""entity"": ""vc_2"", ""effect_type"": ""fade_in""}) 
[required] unchanged_except({""changed"": [""ac_1"", ""vc_3"", ""vc_2""]})","V1: vc_1(0-10s), vc_2(10-25s), vc_3(25-40s) | A1: ac_1(0-10s), ac_2(10-25s), ac_3(25-40s) | Caption Track 1: cc_1(1-4s), cc_2(5-9s), cc_3(12-18s), cc_4(30-35s) | V1: vc_4(0-25s), vc_5(25-40s) | A1: ac_4(0-25s), ac_5(25-40s) | V1: vc_6(0-15s), vc_7(15-25s) | A1: ac_6(0-15s), ac_7(15-25s)",CONFIRMED_GAP,"Split the longest video clip at its midpoint' normative, fixture-derivable; only entity_count_changed(video_clip, increase) — no duration_equals on halves, so any split point passes.",,,dev,state/cumulative,feasible/state/cumulative/dev/NLEB-ST-CU-003.yaml,
NLEB-ST-CU-014,split_position_without_position_constraint,Split the longest video clip at its midpoint. / Then add a blur effect to the first half.,"[required] entity_count_changed({""type"": ""video_clip"", ""direction"": ""increase""}) 
[required] has_effect({""entity"": ""video_clip_2"", ""effect_type"": ""blur""})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,"Split the longest video clip at its midpoint' normative, fixture-derivable (longest=vc2); only entity_count_changed increase + blur on vc2 — split position entirely unchecked.",,,test,state/cumulative,feasible/state/cumulative/test/NLEB-ST-CU-014.yaml,
NLEB-ST-DE-003,split_position_without_position_constraint,Split the longest clip on V1 at its midpoint. / Add a cross-dissolve transition between the two resulting halves.,"[required] entity_count_changed({""type"": ""video_clip"", ""direction"": ""increase""}) 
[required] has_transition({""between"": [""video_clip_3"", ""$new_video_clip_1""], ""type"": ""cross_dissolve""})","V1: video_clip_1(0-8s), caption_1(0.5-3s), video_clip_2(8-18s), caption_2(9-12s), video_clip_3(18-30s) | V2 (B-Roll): video_clip_4(4-10s), video_clip_5(20-25s) | A1: audio_clip_1(0-8s), audio_clip_2(8-18s), audio_clip_3(18-30s) | A2 (Music): audio_clip_4(0-30s)",CONFIRMED_GAP,"Split the longest clip on V1 at its midpoint' normative, fixture-derivable (vc3, 12s -> 6s halves); only entity_count_changed increase + has_transition — no duration_equals on halves.",,,dev,state/dependent,feasible/state/dependent/dev/NLEB-ST-DE-003.yaml,
NLEB-ST-DE-022,split_position_without_position_constraint,Split the longest V1 clip at its midpoint. / Add a caption 'Part 2' over the second half of the split.,"[required] entity_count_changed({""type"": ""video_clip"", ""direction"": ""increase""}) 
[required] entity_count_changed({""type"": ""caption"", ""direction"": ""increase""}) 
[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""text"", ""value"": ""Part 2""})","V1: video_clip_1(0-8s), caption_1(0.5-3s), video_clip_2(8-18s), caption_2(9-12s), video_clip_3(18-30s) | V2 (B-Roll): video_clip_4(4-10s), video_clip_5(20-25s) | A1: audio_clip_1(0-8s), audio_clip_2(8-18s), audio_clip_3(18-30s) | A2 (Music): audio_clip_4(0-30s)",CONFIRMED_GAP,"Split the longest V1 clip at its midpoint' normative, fixture-derivable (vc3); only count-increase checks — no duration_equals on halves and no position check that caption sits over the second half.",,,test,state/dependent,feasible/state/dependent/test/NLEB-ST-DE-022.yaml,
NLEB-ST-DE-039,split_position_without_position_constraint,Split the longest V1 clip at its midpoint. / Remove the second half since it has poor footage. / Add a fade-out to the remaining first half.,"[required] entity_count_changed({""type"": ""video_clip"", ""direction"": ""increase""}) 
[required] has_effect({""entity"": ""video_clip_3"", ""effect_type"": ""fade_out""})","V1: video_clip_1(0-8s), caption_1(0.5-3s), video_clip_2(8-18s), caption_2(9-12s), video_clip_3(18-30s) | V2 (B-Roll): video_clip_4(4-10s), video_clip_5(20-25s) | A1: audio_clip_1(0-8s), audio_clip_2(8-18s), audio_clip_3(18-30s) | A2 (Music): audio_clip_4(0-30s)",CONFIRMED_GAP,"Split at its midpoint' + remove second half implies vc3 ends at half its original duration — fixture-derivable via duration_equals, unchecked. (Also entity_count_changed increase conflicts with net-zero count after remove.)",,,test,state/dependent,feasible/state/dependent/test/NLEB-ST-DE-039.yaml,
NLEB-CX-CO-005,time_mention_without_time_constraint,"Import the new voiceover file 'narration.wav' into the project. / Place a clip from it on audio track 1 starting at 5s, and link it with the intro shot.","[required] entity_exists({""entity"": ""$new_media_1""}) 
[required] entity_exists({""entity"": ""$new_clip_1""}) 
[required] has_link({""clip_ids"": [""video_clip_1"", ""$new_clip_1""]})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,"starting at 5s' for new audio clip normative, checkable via position_equals on $new_clip_1; constraints check media/clip existence+has_link only, no start-time check.",,,dev,context/compound,feasible/context/compound/dev/NLEB-CX-CO-005.yaml,
NLEB-CX-CO-022,time_mention_without_time_constraint,"Add a new audio clip from media_2 at 10s on audio track 1. / Link it with the middle video shot, and lower the BGM by 3 dB.","[required] entity_exists({""entity"": ""$new_clip_1""}) 
[required] has_link({""clip_ids"": [""video_clip_2"", ""$new_clip_1""]}) 
[required] attribute_changed({""entity"": ""audio_clip_4"", ""field"": ""audio.volume"", ""direction"": ""decrease""})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,add a new audio clip from media_2 at 10s' normative; only entity_exists+has_link+volume-direction; no position_equals for 10s start ('by 3 dB' amount also unchecked).,,,test,context/compound,feasible/context/compound/test/NLEB-CX-CO-022.yaml,
NLEB-CX-CO-026,time_mention_without_time_constraint,"Create a new video track for picture-in-picture. / Add a clip from media_3 on the new track at 5s, and scale the intro to 1.1.","[required] entity_exists({""entity"": ""$new_track_1""}) 
[required] entity_exists({""entity"": ""$new_clip_1""}) 
[required] attribute_equals({""entity"": ""video_clip_1"", ""field"": ""transform.scale_x"", ""value"": 1.1})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,add a clip from media_3 on the new track at 5s' normative; only entity_exists checks; no position_equals for 5s start. Scale 1.1 covered.,,,test,context/compound,feasible/context/compound/test/NLEB-CX-CO-026.yaml,
NLEB-CX-CO-037,time_mention_without_time_constraint,The opening V1 clip: scale 1.05 and add a blur effect. / Smooth the cut into the bridge with a wipe transition. / And add a scene label 'Part 1' at 0s.,"[required] attribute_equals({""entity"": ""video_clip_1"", ""field"": ""transform.scale_x"", ""value"": 1.05}) 
[required] has_effect({""entity"": ""video_clip_1"", ""effect_type"": ""blur""}) 
[required] entity_exists({""entity"": ""$new_transition_1""}) 
[required] entity_exists({""entity"": ""$new_caption_1""})","V1: video_clip_1(0-8s), caption_1(0.5-3s), video_clip_2(8-18s), caption_2(9-12s), video_clip_3(18-30s) | V2 (B-Roll): video_clip_4(4-10s), video_clip_5(20-25s) | A1: audio_clip_1(0-8s), audio_clip_2(8-18s), audio_clip_3(18-30s) | A2 (Music): audio_clip_4(0-30s)",CONFIRMED_GAP,scene label Part 1 at 0s': only entity_exists($new_caption_1); no position_equals for 0s (text also unchecked). Scale/blur/transition covered.,,,test,context/compound,feasible/context/compound/test/NLEB-CX-CO-037.yaml,
NLEB-CX-CU-007,time_mention_without_time_constraint,Import the new voiceover 'narration.wav' into the project. / Place a clip from it on audio track 1 at 5s. / Link the new audio with the intro video. Keep the import and clip.,"[required] entity_exists({""entity"": ""$new_media_1""}) 
[required] entity_exists({""entity"": ""$new_clip_1""}) 
[required] has_link({""clip_ids"": [""video_clip_1"", ""$new_clip_1""]}) 
[required] unchanged_except({""changed"": [""$new_media_1"", ""$new_clip_1"", ""video_clip_1""]})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,place a clip ... on audio track 1 at 5s' normative; only existence+has_link+unchanged_except; no position_equals for 5s start.,,,dev,context/cumulative,feasible/context/cumulative/dev/NLEB-CX-CU-007.yaml,
NLEB-CX-CU-023,time_mention_without_time_constraint,Create a new video track for overlays. / Add a clip from media_3 on the new track at 5s. Keep the track. / Lower the BGM by 3 dB. Preserve everything.,"[required] entity_exists({""entity"": ""$new_track_1""}) 
[required] entity_exists({""entity"": ""$new_clip_1""}) 
[required] attribute_changed({""entity"": ""audio_clip_4"", ""field"": ""audio.volume"", ""direction"": ""decrease""}) 
[required] unchanged_except({""changed"": [""$new_track_1"", ""$new_clip_1"", ""audio_clip_4""]})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,clip from media_3 on the new track at 5s': only entity_exists($new_clip_1); no position_equals(start=5s). Gap.,,,test,context/cumulative,feasible/context/cumulative/test/NLEB-CX-CU-023.yaml,
NLEB-CX-DE-002,time_mention_without_time_constraint,We have new background music — import 'ambient.mp3' and place a clip from it on audio track 2 starting at 0s.,"[required] entity_exists({""entity"": ""$new_media_1""}) 
[required] entity_exists({""entity"": ""$new_clip_1""})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,place a clip...starting at 0s': only entity_exists($new_media_1/$new_clip_1); no position_equals(start=0s). Gap.,,,dev,context/dependent,feasible/context/dependent/dev/NLEB-CX-DE-002.yaml,
NLEB-CX-DE-007,time_mention_without_time_constraint,I need a picture-in-picture layer. Create a new video track. / Now add a clip from media_2 on the new track starting at 5s.,"[required] entity_exists({""entity"": ""$new_track_1""}) 
[required] entity_exists({""entity"": ""$new_clip_1""})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,add a clip...starting at 5s': only entity_exists($new_track_1/$new_clip_1); no position_equals(start=5s). Gap.,,,dev,context/dependent,feasible/context/dependent/dev/NLEB-CX-DE-007.yaml,
NLEB-CX-DE-028,time_mention_without_time_constraint,"Create a new audio track for sound effects. / Add a clip from media_3 on the new track at 10s, and set its volume to -8 dB.","[required] entity_exists({""entity"": ""$new_track_1""}) 
[required] entity_exists({""entity"": ""$new_clip_1""}) 
[required] attribute_equals({""entity"": ""$new_clip_1"", ""field"": ""audio.volume"", ""value"": -8.0})","V1: video_clip_1(0-8s), caption_1(0.5-3s), video_clip_2(8-18s), caption_2(9-12s), video_clip_3(18-30s) | V2 (B-Roll): video_clip_4(4-10s), video_clip_5(20-25s) | A1: audio_clip_1(0-8s), audio_clip_2(8-18s), audio_clip_3(18-30s) | A2 (Music): audio_clip_4(0-30s)",CONFIRMED_GAP,"clip from media_3 on the new track at 10s': volume=-8dB checked, but no position_equals(start=10s) on $new_clip_1. Gap.",,,test,context/dependent,feasible/context/dependent/test/NLEB-CX-DE-028.yaml,
NLEB-CX-DE-037,time_mention_without_time_constraint,Add a new audio clip from media_2 at 5s on audio track 1. / Link it with the hero shot on V1. / Extend the hero shot by 1 second so it covers the full audio.,"[required] entity_exists({""entity"": ""$new_clip_1""}) 
[required] has_link({""clip_ids"": [""video_clip_3"", ""$new_clip_1""]}) 
[required] attribute_changed({""entity"": ""video_clip_3"", ""field"": ""duration"", ""direction"": ""increase""})","V1: video_clip_1(0-8s), caption_1(0.5-3s), video_clip_2(8-18s), caption_2(9-12s), video_clip_3(18-30s) | V2 (B-Roll): video_clip_4(4-10s), video_clip_5(20-25s) | A1: audio_clip_1(0-8s), audio_clip_2(8-18s), audio_clip_3(18-30s) | A2 (Music): audio_clip_4(0-30s)",CONFIRMED_GAP,"audio clip...at 5s on audio track 1': no position_equals(start=5s) on $new_clip_1; also 'extend by 1 second' only checked as attribute_changed(increase), magnitude unchecked. Gap.",,,test,context/dependent,feasible/context/dependent/test/NLEB-CX-DE-037.yaml,
NLEB-EX-AT-002,time_mention_without_time_constraint,Add a new clip from av_media_1 onto track V1 starting at 00:00:25:00.,"[required] entity_count_changed({""type"": ""clip"", ""direction"": ""increase""}) 
[required] entity_exists({""entity"": ""$new_clip_1""})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,starting at 00:00:25:00' normative; only entity_count_changed + entity_exists($new_clip_1) — no position_equals on start time. Checkable with library predicate.,CONFIRMED_GAP,[adjudicated in an author review session; verdict recorded outside this sheet],dev,explicit/atomic,feasible/explicit/atomic/dev/NLEB-EX-AT-002.yaml,
NLEB-EX-AT-016,time_mention_without_time_constraint,Add a new clip from av_media_2 onto track V2 at 00:00:15:00.,"[required] entity_count_changed({""type"": ""clip"", ""direction"": ""increase""}) 
[required] entity_exists({""entity"": ""$new_clip_1""})","V1: video_clip_1(0-8s), caption_1(0.5-3s), video_clip_2(8-18s), caption_2(9-12s), video_clip_3(18-30s) | V2 (B-Roll): video_clip_4(4-10s), video_clip_5(20-25s) | A1: audio_clip_1(0-8s), audio_clip_2(8-18s), audio_clip_3(18-30s) | A2 (Music): audio_clip_4(0-30s)",CONFIRMED_GAP,onto track V2 at 00:00:15:00' normative; only entity_count_changed + entity_exists — start time (and track) unchecked. position_equals available.,CONFIRMED_GAP,[adjudicated in an author review session; verdict recorded outside this sheet],test,explicit/atomic,feasible/explicit/atomic/test/NLEB-EX-AT-016.yaml,
NLEB-EX-AT-032,time_mention_without_time_constraint,Import /assets/music.mp3 as media. / Add a clip from it onto A2 at 00:00:00:00.,"[required] entity_count_changed({""type"": ""media"", ""direction"": ""increase""}) 
[required] entity_count_changed({""type"": ""clip"", ""direction"": ""increase""})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,onto A2 at 00:00:00:00' normative explicit time; only entity_count_changed(media/clip) — placement time (and track) unchecked. position_equals(0) checkable.,CONFIRMED_GAP,[adjudicated in an author review session; verdict recorded outside this sheet],test,explicit/atomic,feasible/explicit/atomic/test/NLEB-EX-AT-032.yaml,
NLEB-EX-CU-004,time_mention_without_time_constraint,Create a new video track above the existing ones. / Add a clip from av_media_1 on the new track at 0s. Keep the track.,"[required] entity_exists({""entity"": ""$new_track_1""}) 
[required] entity_exists({""entity"": ""$new_clip_1""}) 
[required] unchanged_except({""changed"": [""$new_track_1"", ""$new_clip_1""]})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,"Add a clip...at 0s' normative; only entity_exists($new_clip_1) — no position_equals for 0s start. Checkable, unchecked.",,,dev,explicit/cumulative,feasible/explicit/cumulative/dev/NLEB-EX-CU-004.yaml,
NLEB-EX-CU-022,time_mention_without_time_constraint,Create a new video track. / Add a clip from av_media_2 on the new track at 2s. Keep the track. / Apply a blur effect to the new clip. Preserve everything.,"[required] entity_exists({""entity"": ""$new_track_1""}) 
[required] entity_exists({""entity"": ""$new_clip_1""}) 
[required] has_effect({""entity"": ""$new_clip_1"", ""effect_type"": ""blur""})","V1: video_clip_1(0-8s), caption_1(0.5-3s), video_clip_2(8-18s), caption_2(9-12s), video_clip_3(18-30s) | V2 (B-Roll): video_clip_4(4-10s), video_clip_5(20-25s) | A1: audio_clip_1(0-8s), audio_clip_2(8-18s), audio_clip_3(18-30s) | A2 (Music): audio_clip_4(0-30s)",CONFIRMED_GAP,Add a clip...at 2s' normative; only entity_exists + has_effect — no position_equals for 2s start. Gap.,,,test,explicit/cumulative,feasible/explicit/cumulative/test/NLEB-EX-CU-022.yaml,
NLEB-EX-CU-032,time_mention_without_time_constraint,Import 'narration.wav' as media. / Add it as an audio clip at 0s. / Link the new audio with video_clip_1. Keep all prior.,"[required] entity_exists({""entity"": ""$new_media_1""}) 
[required] entity_exists({""entity"": ""$new_clip_1""}) 
[required] has_link({""clip_ids"": [""video_clip_1"", ""$new_clip_1""]}) 
[required] unchanged_except({""changed"": [""$new_media_1"", ""$new_clip_1"", ""video_clip_1""]})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,Add it as an audio clip at 0s' normative; only entity_exists + has_link — no position_equals for 0s. Gap.,,,test,explicit/cumulative,feasible/explicit/cumulative/test/NLEB-EX-CU-032.yaml,
NLEB-EX-CU-039,time_mention_without_time_constraint,Create a new audio track named 'SFX'. / Import 'explosion.wav' as media. Keep the track. / Add the imported audio as a clip at 10s on the SFX track. Preserve all. / Link the SFX clip with video_clip_3. Keep everything intact.,"[required] entity_exists({""entity"": ""$new_track_1""}) 
[required] entity_exists({""entity"": ""$new_media_1""}) 
[required] entity_exists({""entity"": ""$new_clip_1""}) 
[required] has_link({""clip_ids"": [""video_clip_3"", ""$new_clip_1""]}) 
[required] unchanged_except({""changed"": [""$new_track_1"", ""$new_media_1"", ""$new_clip_1"", ""video_clip_3""]})","V1: video_clip_1(0-8s), caption_1(0.5-3s), video_clip_2(8-18s), caption_2(9-12s), video_clip_3(18-30s) | V2 (B-Roll): video_clip_4(4-10s), video_clip_5(20-25s) | A1: audio_clip_1(0-8s), audio_clip_2(8-18s), audio_clip_3(18-30s) | A2 (Music): audio_clip_4(0-30s)",CONFIRMED_GAP,clip at 10s on the SFX track' normative; only entity_exists + has_link — no position_equals for 10s start. Gap.,,,test,explicit/cumulative,feasible/explicit/cumulative/test/NLEB-EX-CU-039.yaml,
NLEB-EX-DE-009,time_mention_without_time_constraint,Add a new audio clip from av_media_2 starting at 5s on audio track 1. / Link the new audio clip with video_clip_2. / Extend video_clip_2 by 1 second so it covers the full audio.,"[required] entity_exists({""entity"": ""$new_clip_1""}) 
[required] has_link({""clip_ids"": [""video_clip_2"", ""$new_clip_1""]}) 
[required] attribute_changed({""entity"": ""video_clip_2"", ""field"": ""duration"", ""direction"": ""increase""}) 
[required] unchanged_except({""changed"": [""video_clip_2"", ""$new_clip_1""]})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,starting at 5s on audio track 1' normative; only entity_exists — no position_equals for 5s. (Extend 'by 1 second' also only direction-checked via attribute_changed.),,,dev,explicit/dependent,feasible/explicit/dependent/dev/NLEB-EX-DE-009.yaml,
NLEB-EX-DE-011,time_mention_without_time_constraint,Import 'overlay.png' as media and add it as a clip at 0s on video track 1.,"[required] entity_exists({""entity"": ""$new_media_1""}) 
[required] entity_exists({""entity"": ""$new_clip_1""})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,at 0s on video track 1' normative; only entity_exists($new_media_1/$new_clip_1); no position_equals for start=0s or track placement check.,,,test,explicit/dependent,feasible/explicit/dependent/test/NLEB-EX-DE-011.yaml,
NLEB-EX-DE-022,time_mention_without_time_constraint,Import 'logo.png' as new media. / Add it as a clip at 0s and scale it to 0.3 for a watermark.,"[required] entity_exists({""entity"": ""$new_media_1""}) 
[required] entity_exists({""entity"": ""$new_clip_1""}) 
[required] attribute_equals({""entity"": ""$new_clip_1"", ""field"": ""transform.scale_x"", ""value"": 0.3})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,Add it as a clip at 0s' normative; scale 0.3 checked via attribute_equals but clip start time unchecked; position_equals(0s) missing.,,,test,explicit/dependent,feasible/explicit/dependent/test/NLEB-EX-DE-022.yaml,
NLEB-EX-DE-033,time_mention_without_time_constraint,Add a 3-second clip from av_media_1 at the start of the timeline. / Apply a blur effect to it and set its opacity to 0.6 as a background.,"[required] entity_exists({""entity"": ""$new_clip_1""}) 
[required] has_effect({""entity"": ""$new_clip_1"", ""effect_type"": ""blur""}) 
[required] attribute_equals({""entity"": ""$new_clip_1"", ""field"": ""transform.opacity"", ""value"": 0.6})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,3-second clip ... at the start of the timeline' normative; blur+opacity checked but neither duration_equals(3s) nor position_equals(0s) present.,CONFIRMED_GAP,[adjudicated in an author review session; verdict recorded outside this sheet],test,explicit/dependent,feasible/explicit/dependent/test/NLEB-EX-DE-033.yaml,
NLEB-ST-AT-020,time_mention_without_time_constraint,Unlink the video clip and audio clip that are linked together at the start of the timeline.,"[required] not_linked({""entity"": ""video_clip_1""})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",COVERED,"at the start of the timeline' is a selector identifying the pair (vc1+ac1), not a positional demand; not_linked(video_clip_1) enforces the correct target.",,,test,state/atomic,feasible/state/atomic/test/NLEB-ST-AT-020.yaml,
NLEB-ST-AT-031,time_mention_without_time_constraint,Set the duration of the transition closest to the start of the timeline to 2 seconds. / Lower the volume of the second audio clip by 4 dB.,"[required] attribute_equals({""entity"": ""vt_trans_1"", ""field"": ""duration"", ""value"": 2.0}) 
[required] attribute_changed({""entity"": ""ac_2"", ""field"": ""audio.volume"", ""direction"": ""decrease""})","V1: vc_1(0-5s), vc_2(5-10s) | A1: ac_1(0-5s), ac_2(5-10s)",COVERED,"to 2 seconds' enforced by attribute_equals(vt_trans_1,duration,2.0); 'closest to the start' is a selector resolved to vt_trans_1, enforced by targeting that entity.",,,test,state/atomic,feasible/state/atomic/test/NLEB-ST-AT-031.yaml,
